dataid,Previous meter,Current meter,Difference,Previous Date,Previous Hour,Previous Minute,Previous Second,Current Date,Current Hour,Current Minute,Current Second
5403.0,113566.0,113564.0,2.0,2015-10-20,15.0,52.0,31.0,2015-10-20,15.0,55.0,28.0
5403.0,113568.0,113566.0,2.0,2015-10-20,17.0,13.0,15.0,2015-10-20,17.0,22.0,14.0
5403.0,113576.0,113574.0,2.0,2015-10-20,23.0,5.0,33.0,2015-10-20,23.0,7.0,28.0
5403.0,113976.0,113974.0,2.0,2015-11-1,1.0,29.0,55.0,2015-11-1,1.0,36.0,56.0
5403.0,128678.0,116144.0,12534.0,2015-12-7,17.0,30.0,8.0,2015-12-7,17.0,42.0,18.0
5403.0,128680.0,116144.0,12536.0,2015-12-7,18.0,39.0,6.0,2015-12-7,18.0,40.0,9.0
5403.0,128682.0,116146.0,12536.0,2015-12-7,19.0,30.0,17.0,2015-12-7,19.0,35.0,7.0
5403.0,128682.0,116146.0,12536.0,2015-12-7,19.0,43.0,21.0,2015-12-7,19.0,52.0,6.0
5403.0,128686.0,116150.0,12536.0,2015-12-7,21.0,54.0,4.0,2015-12-7,21.0,57.0,17.0
5403.0,128686.0,116150.0,12536.0,2015-12-7,22.0,32.0,0.0,2015-12-7,22.0,36.0,19.0
5403.0,128686.0,116150.0,12536.0,2015-12-7,23.0,10.0,9.0,2015-12-7,23.0,14.0,13.0
5403.0,128688.0,116152.0,12536.0,2015-12-7,23.0,26.0,14.0,2015-12-7,23.0,34.0,8.0
5403.0,128688.0,116152.0,12536.0,2015-12-7,23.0,47.0,19.0,2015-12-7,23.0,48.0,8.0
5403.0,128690.0,116154.0,12536.0,2015-12-8,1.0,25.0,9.0,2015-12-8,1.0,28.0,25.0
5403.0,128692.0,116156.0,12536.0,2015-12-8,2.0,31.0,58.0,2015-12-8,2.0,36.0,20.0
5403.0,128692.0,116158.0,12534.0,2015-12-8,3.0,29.0,9.0,2015-12-8,3.0,32.0,10.0
5403.0,128692.0,116158.0,12534.0,2015-12-8,3.0,38.0,14.0,2015-12-8,3.0,42.0,11.0
5403.0,128694.0,116158.0,12536.0,2015-12-8,3.0,57.0,18.0,2015-12-8,3.0,58.0,4.0
5403.0,128694.0,116160.0,12534.0,2015-12-8,5.0,7.0,12.0,2015-12-8,5.0,9.0,19.0
5403.0,128696.0,116160.0,12536.0,2015-12-8,5.0,19.0,14.0,2015-12-8,5.0,28.0,27.0
5403.0,128696.0,116160.0,12536.0,2015-12-8,5.0,44.0,3.0,2015-12-8,5.0,57.0,23.0
5403.0,128696.0,116160.0,12536.0,2015-12-8,6.0,6.0,8.0,2015-12-8,6.0,13.0,22.0
5403.0,128698.0,116162.0,12536.0,2015-12-8,7.0,30.0,13.0,2015-12-8,7.0,38.0,13.0
5403.0,128698.0,116164.0,12534.0,2015-12-8,7.0,56.0,13.0,2015-12-8,7.0,57.0,8.0
5403.0,128698.0,116164.0,12534.0,2015-12-8,8.0,5.0,16.0,2015-12-8,8.0,8.0,5.0
5403.0,128700.0,116164.0,12536.0,2015-12-8,8.0,15.0,23.0,2015-12-8,8.0,24.0,5.0
5403.0,128700.0,116168.0,12532.0,2015-12-8,8.0,29.0,23.0,2015-12-8,8.0,30.0,9.0
5403.0,128700.0,116182.0,12518.0,2015-12-8,8.0,45.0,16.0,2015-12-8,9.0,0.0,15.0
5403.0,128704.0,116190.0,12514.0,2015-12-8,10.0,54.0,59.0,2015-12-8,10.0,56.0,21.0
5403.0,128704.0,116204.0,12500.0,2015-12-8,11.0,50.0,11.0,2015-12-8,12.0,2.0,7.0
5403.0,128706.0,116204.0,12502.0,2015-12-8,12.0,12.0,11.0,2015-12-8,12.0,15.0,7.0
5403.0,128706.0,116204.0,12502.0,2015-12-8,12.0,42.0,22.0,2015-12-8,12.0,48.0,8.0
5403.0,128706.0,116204.0,12502.0,2015-12-8,13.0,4.0,9.0,2015-12-8,13.0,7.0,16.0
5403.0,128708.0,116206.0,12502.0,2015-12-8,13.0,20.0,11.0,2015-12-8,13.0,24.0,16.0
5403.0,128708.0,116206.0,12502.0,2015-12-8,13.0,35.0,12.0,2015-12-8,13.0,44.0,22.0
5403.0,128708.0,116208.0,12500.0,2015-12-8,14.0,44.0,3.0,2015-12-8,14.0,45.0,16.0
5403.0,128712.0,116212.0,12500.0,2015-12-8,17.0,21.0,17.0,2015-12-8,17.0,24.0,15.0
5403.0,128716.0,116214.0,12502.0,2015-12-8,20.0,0.0,10.0,2015-12-8,20.0,0.0,12.0
5403.0,128718.0,116216.0,12502.0,2015-12-8,20.0,57.0,19.0,2015-12-8,21.0,0.0,4.0
5403.0,128718.0,116216.0,12502.0,2015-12-8,21.0,6.0,22.0,2015-12-8,21.0,13.0,6.0
5403.0,128720.0,116218.0,12502.0,2015-12-8,22.0,24.0,10.0,2015-12-8,22.0,29.0,26.0
5403.0,128724.0,116222.0,12502.0,2015-12-9,1.0,21.0,25.0,2015-12-9,1.0,26.0,8.0
5403.0,128724.0,116224.0,12500.0,2015-12-9,2.0,1.0,15.0,2015-12-9,2.0,2.0,19.0
5403.0,128726.0,116224.0,12502.0,2015-12-9,2.0,36.0,10.0,2015-12-9,2.0,44.0,27.0
5403.0,128726.0,116226.0,12500.0,2015-12-9,3.0,31.0,2.0,2015-12-9,3.0,34.0,15.0
5403.0,128726.0,116226.0,12500.0,2015-12-9,3.0,39.0,59.0,2015-12-9,3.0,45.0,19.0
5403.0,128728.0,116228.0,12500.0,2015-12-9,4.0,51.0,15.0,2015-12-9,5.0,0.0,6.0
5403.0,128732.0,116232.0,12500.0,2015-12-9,7.0,51.0,0.0,2015-12-9,7.0,52.0,14.0
5403.0,128734.0,116234.0,12500.0,2015-12-9,8.0,51.0,9.0,2015-12-9,8.0,58.0,8.0
5403.0,128734.0,116234.0,12500.0,2015-12-9,9.0,36.0,18.0,2015-12-9,9.0,42.0,7.0
5403.0,128736.0,116236.0,12500.0,2015-12-9,11.0,5.0,7.0,2015-12-9,11.0,8.0,26.0
5403.0,128738.0,116236.0,12502.0,2015-12-9,11.0,36.0,7.0,2015-12-9,11.0,39.0,17.0
5403.0,128738.0,116238.0,12500.0,2015-12-9,11.0,51.0,5.0,2015-12-9,11.0,54.0,20.0
5403.0,128738.0,116238.0,12500.0,2015-12-9,12.0,5.0,58.0,2015-12-9,12.0,9.0,19.0
5403.0,128738.0,116240.0,12498.0,2015-12-9,12.0,55.0,10.0,2015-12-9,13.0,32.0,3.0
5403.0,128740.0,116240.0,12500.0,2015-12-9,13.0,46.0,18.0,2015-12-9,14.0,4.0,10.0
5403.0,128742.0,116242.0,12500.0,2015-12-9,15.0,39.0,8.0,2015-12-9,15.0,45.0,19.0
5403.0,128746.0,116246.0,12500.0,2015-12-9,17.0,45.0,18.0,2015-12-9,17.0,52.0,7.0
5403.0,128746.0,116246.0,12500.0,2015-12-9,18.0,11.0,23.0,2015-12-9,18.0,19.0,12.0
5403.0,128746.0,116246.0,12500.0,2015-12-9,18.0,19.0,17.0,2015-12-9,18.0,25.0,14.0
5403.0,128748.0,116248.0,12500.0,2015-12-9,19.0,1.0,11.0,2015-12-9,19.0,4.0,16.0
5403.0,128754.0,116252.0,12502.0,2015-12-9,21.0,12.0,10.0,2015-12-9,22.0,12.0,3.0
5403.0,128756.0,116252.0,12504.0,2015-12-9,22.0,39.0,11.0,2015-12-9,22.0,52.0,14.0
5403.0,128756.0,116254.0,12502.0,2015-12-9,23.0,24.0,17.0,2015-12-9,23.0,30.0,24.0
5403.0,128756.0,116254.0,12502.0,2015-12-9,23.0,41.0,8.0,2015-12-9,23.0,48.0,27.0
5403.0,128758.0,116254.0,12504.0,2015-12-9,23.0,59.0,8.0,2015-12-10,0.0,9.0,19.0
5403.0,128758.0,116256.0,12502.0,2015-12-10,1.0,3.0,1.0,2015-12-10,1.0,6.0,13.0
5403.0,128760.0,116258.0,12502.0,2015-12-10,2.0,3.0,14.0,2015-12-10,2.0,4.0,4.0
5403.0,128766.0,116262.0,12504.0,2015-12-10,5.0,53.0,8.0,2015-12-10,5.0,54.0,10.0
5403.0,128766.0,116264.0,12502.0,2015-12-10,5.0,55.0,10.0,2015-12-10,6.0,26.0,4.0
5403.0,128766.0,116264.0,12502.0,2015-12-10,7.0,3.0,11.0,2015-12-10,7.0,4.0,11.0
5403.0,128768.0,116266.0,12502.0,2015-12-10,7.0,38.0,9.0,2015-12-10,7.0,46.0,19.0
5403.0,128770.0,116268.0,12502.0,2015-12-10,9.0,3.0,0.0,2015-12-10,9.0,3.0,14.0
5403.0,128770.0,116268.0,12502.0,2015-12-10,9.0,43.0,7.0,2015-12-10,9.0,50.0,12.0
5403.0,128772.0,116270.0,12502.0,2015-12-10,11.0,24.0,13.0,2015-12-10,11.0,32.0,14.0
5403.0,128774.0,116272.0,12502.0,2015-12-10,11.0,35.0,12.0,2015-12-10,11.0,38.0,17.0
5403.0,128774.0,116272.0,12502.0,2015-12-10,12.0,20.0,3.0,2015-12-10,12.0,26.0,24.0
5403.0,128774.0,116272.0,12502.0,2015-12-10,12.0,49.0,7.0,2015-12-10,12.0,54.0,14.0
5403.0,128776.0,116274.0,12502.0,2015-12-10,13.0,2.0,3.0,2015-12-10,13.0,20.0,18.0
5403.0,128778.0,116276.0,12502.0,2015-12-10,15.0,14.0,18.0,2015-12-10,15.0,26.0,12.0
5403.0,128778.0,116276.0,12502.0,2015-12-10,15.0,34.0,15.0,2015-12-10,15.0,41.0,12.0
5403.0,128782.0,116280.0,12502.0,2015-12-10,17.0,30.0,59.0,2015-12-10,17.0,46.0,16.0
5403.0,128784.0,116282.0,12502.0,2015-12-10,19.0,2.0,21.0,2015-12-10,19.0,3.0,5.0
5403.0,128784.0,116282.0,12502.0,2015-12-10,19.0,29.0,17.0,2015-12-10,19.0,30.0,10.0
5403.0,128784.0,116282.0,12502.0,2015-12-10,19.0,38.0,13.0,2015-12-10,19.0,41.0,12.0
5403.0,128784.0,116284.0,12500.0,2015-12-10,20.0,15.0,12.0,2015-12-10,20.0,27.0,23.0
5403.0,128786.0,116286.0,12500.0,2015-12-10,21.0,20.0,3.0,2015-12-10,21.0,35.0,13.0
5403.0,128788.0,116286.0,12502.0,2015-12-10,22.0,34.0,9.0,2015-12-10,22.0,42.0,9.0
5403.0,128788.0,116288.0,12500.0,2015-12-10,23.0,14.0,21.0,2015-12-10,23.0,17.0,3.0
5403.0,128790.0,116290.0,12500.0,2015-12-11,0.0,13.0,15.0,2015-12-11,0.0,19.0,18.0
5403.0,128792.0,116290.0,12502.0,2015-12-11,0.0,58.0,59.0,2015-12-11,1.0,0.0,26.0
5403.0,128792.0,116290.0,12502.0,2015-12-11,1.0,25.0,7.0,2015-12-11,1.0,26.0,16.0
5403.0,128792.0,116292.0,12500.0,2015-12-11,2.0,13.0,59.0,2015-12-11,2.0,14.0,12.0
5403.0,128794.0,116292.0,12502.0,2015-12-11,2.0,26.0,6.0,2015-12-11,2.0,28.0,5.0
5403.0,128794.0,116292.0,12502.0,2015-12-11,2.0,35.0,9.0,2015-12-11,2.0,48.0,9.0
5403.0,128794.0,116294.0,12500.0,2015-12-11,2.0,49.0,9.0,2015-12-11,3.0,4.0,5.0
5403.0,128796.0,116294.0,12502.0,2015-12-11,4.0,15.0,12.0,2015-12-11,4.0,16.0,13.0
5403.0,128798.0,116296.0,12502.0,2015-12-11,5.0,38.0,6.0,2015-12-11,5.0,38.0,15.0
5403.0,128798.0,116298.0,12500.0,2015-12-11,5.0,44.0,3.0,2015-12-11,5.0,52.0,14.0
5403.0,128804.0,116314.0,12490.0,2015-12-11,10.0,14.0,0.0,2015-12-11,10.0,18.0,14.0
5403.0,128806.0,116316.0,12490.0,2015-12-11,11.0,25.0,11.0,2015-12-11,11.0,27.0,3.0
5403.0,128806.0,116318.0,12488.0,2015-12-11,11.0,58.0,18.0,2015-12-11,12.0,16.0,8.0
5403.0,128808.0,116318.0,12490.0,2015-12-11,12.0,48.0,12.0,2015-12-11,12.0,54.0,16.0
5403.0,128810.0,116322.0,12488.0,2015-12-11,14.0,52.0,2.0,2015-12-11,15.0,2.0,2.0
5403.0,128810.0,116322.0,12488.0,2015-12-11,15.0,10.0,9.0,2015-12-11,15.0,20.0,9.0
5403.0,128812.0,116322.0,12490.0,2015-12-11,15.0,39.0,15.0,2015-12-11,15.0,57.0,59.0
5403.0,128812.0,116324.0,12488.0,2015-12-11,16.0,22.0,23.0,2015-12-11,16.0,36.0,11.0
5403.0,128814.0,116334.0,12480.0,2015-12-11,18.0,12.0,7.0,2015-12-11,18.0,32.0,15.0
5403.0,128816.0,116336.0,12480.0,2015-12-11,18.0,41.0,58.0,2015-12-11,19.0,8.0,8.0
5403.0,128816.0,116336.0,12480.0,2015-12-11,19.0,32.0,9.0,2015-12-11,19.0,36.0,8.0
5403.0,128818.0,116338.0,12480.0,2015-12-11,20.0,43.0,17.0,2015-12-11,21.0,15.0,12.0
5403.0,128820.0,116340.0,12480.0,2015-12-11,21.0,50.0,8.0,2015-12-11,21.0,52.0,20.0
5403.0,128820.0,116340.0,12480.0,2015-12-11,22.0,17.0,7.0,2015-12-11,22.0,17.0,12.0
5403.0,128822.0,116342.0,12480.0,2015-12-11,23.0,59.0,11.0,2015-12-12,0.0,13.0,2.0
5403.0,128826.0,116346.0,12480.0,2015-12-12,2.0,0.0,10.0,2015-12-12,2.0,5.0,21.0
5403.0,128828.0,116348.0,12480.0,2015-12-12,4.0,2.0,10.0,2015-12-12,4.0,11.0,2.0
5403.0,128828.0,116348.0,12480.0,2015-12-12,4.0,14.0,13.0,2015-12-12,4.0,19.0,5.0
5403.0,128830.0,116350.0,12480.0,2015-12-12,5.0,9.0,15.0,2015-12-12,5.0,14.0,10.0
5403.0,128830.0,116352.0,12478.0,2015-12-12,6.0,18.0,6.0,2015-12-12,6.0,34.0,15.0
5403.0,128832.0,116354.0,12478.0,2015-12-12,7.0,22.0,1.0,2015-12-12,7.0,26.0,17.0
5403.0,128834.0,116364.0,12470.0,2015-12-12,8.0,4.0,9.0,2015-12-12,8.0,18.0,7.0
5403.0,128834.0,116366.0,12468.0,2015-12-12,8.0,59.0,16.0,2015-12-12,8.0,59.0,59.0
5403.0,128834.0,116366.0,12468.0,2015-12-12,9.0,9.0,24.0,2015-12-12,9.0,15.0,4.0
5403.0,128836.0,116366.0,12470.0,2015-12-12,9.0,27.0,11.0,2015-12-12,9.0,54.0,14.0
5403.0,128838.0,116370.0,12468.0,2015-12-12,11.0,36.0,1.0,2015-12-12,11.0,42.0,16.0
5403.0,128840.0,116370.0,12470.0,2015-12-12,12.0,22.0,8.0,2015-12-12,12.0,28.0,6.0
5403.0,128840.0,116372.0,12468.0,2015-12-12,13.0,9.0,18.0,2015-12-12,13.0,19.0,3.0
5403.0,128842.0,116372.0,12470.0,2015-12-12,13.0,54.0,12.0,2015-12-12,14.0,7.0,15.0
5403.0,128842.0,116374.0,12468.0,2015-12-12,14.0,33.0,11.0,2015-12-12,14.0,46.0,23.0
5403.0,128844.0,116376.0,12468.0,2015-12-12,15.0,39.0,0.0,2015-12-12,16.0,2.0,10.0
5403.0,128844.0,116376.0,12468.0,2015-12-12,16.0,4.0,2.0,2015-12-12,16.0,7.0,7.0
5403.0,128846.0,116378.0,12468.0,2015-12-12,17.0,57.0,16.0,2015-12-12,17.0,58.0,9.0
5403.0,128848.0,116380.0,12468.0,2015-12-12,18.0,34.0,14.0,2015-12-12,18.0,34.0,16.0
5403.0,128848.0,116380.0,12468.0,2015-12-12,19.0,9.0,5.0,2015-12-12,19.0,15.0,14.0
5403.0,128850.0,116382.0,12468.0,2015-12-12,20.0,21.0,3.0,2015-12-12,20.0,24.0,0.0
5403.0,128852.0,116384.0,12468.0,2015-12-12,21.0,28.0,20.0,2015-12-12,21.0,33.0,59.0
5403.0,128852.0,116384.0,12468.0,2015-12-12,22.0,5.0,11.0,2015-12-12,22.0,8.0,12.0
5403.0,128854.0,116386.0,12468.0,2015-12-12,23.0,39.0,6.0,2015-12-12,23.0,45.0,10.0
5403.0,128856.0,116388.0,12468.0,2015-12-13,0.0,17.0,2.0,2015-12-13,0.0,18.0,15.0
5403.0,128856.0,116388.0,12468.0,2015-12-13,0.0,35.0,1.0,2015-12-13,0.0,38.0,0.0
5403.0,125028.0,125026.0,2.0,2016-3-30,20.0,30.0,9.0,2016-3-30,20.0,41.0,55.0
5403.0,125030.0,125028.0,2.0,2016-3-30,22.0,1.0,56.0,2016-3-30,22.0,2.0,41.0
5810.0,98922.0,98920.0,2.0,2015-10-31,0.0,0.0,0.0,2015-10-31,0.0,4.0,45.0
5810.0,99010.0,99004.0,6.0,2015-11-1,1.0,2.0,31.0,2015-11-1,1.0,9.0,19.0
5810.0,99010.0,99006.0,4.0,2015-11-1,1.0,24.0,9.0,2015-11-1,1.0,30.0,49.0
5810.0,99010.0,99006.0,4.0,2015-11-1,1.0,34.0,33.0,2015-11-1,1.0,39.0,59.0
5810.0,99010.0,99006.0,4.0,2015-11-1,1.0,49.0,3.0,2015-11-1,1.0,50.0,11.0
5810.0,100920.0,100914.0,6.0,2015-11-28,11.0,19.0,51.0,2015-11-28,11.0,19.0,59.0
5810.0,100920.0,100914.0,6.0,2015-11-28,11.0,22.0,19.0,2015-11-28,11.0,22.0,47.0
5810.0,112644.0,112636.0,8.0,2016-2-22,17.0,19.0,40.0,2016-2-22,17.0,25.0,47.0
5810.0,112644.0,112640.0,4.0,2016-2-22,17.0,31.0,45.0,2016-2-22,17.0,38.0,40.0
5810.0,112644.0,112642.0,2.0,2016-2-22,17.0,41.0,41.0,2016-2-22,17.0,42.0,13.0
5814.0,803420.0,803418.0,2.0,2015-11-1,1.0,53.0,17.0,2015-11-1,1.0,57.0,39.0
5892.0,265750.0,265748.0,2.0,2015-11-1,1.0,5.0,44.0,2015-11-1,1.0,22.0,43.0
6836.0,92874.0,92870.0,4.0,2015-10-17,12.0,1.0,39.0,2015-10-17,12.0,36.0,50.0
6836.0,106066.0,94426.0,11640.0,2015-12-7,19.0,22.0,40.0,2015-12-7,20.0,7.0,34.0
6836.0,106068.0,94428.0,11640.0,2015-12-7,20.0,51.0,49.0,2015-12-7,22.0,15.0,50.0
6836.0,106068.0,94428.0,11640.0,2015-12-7,22.0,24.0,41.0,2015-12-7,23.0,6.0,47.0
6836.0,106068.0,94428.0,11640.0,2015-12-7,23.0,31.0,37.0,2015-12-7,23.0,43.0,40.0
6836.0,106070.0,94430.0,11640.0,2015-12-8,2.0,42.0,40.0,2015-12-8,4.0,29.0,33.0
6836.0,106072.0,94432.0,11640.0,2015-12-8,7.0,18.0,33.0,2015-12-8,7.0,23.0,44.0
6836.0,106072.0,94442.0,11630.0,2015-12-8,10.0,5.0,44.0,2015-12-8,11.0,18.0,45.0
6836.0,106072.0,94442.0,11630.0,2015-12-8,11.0,21.0,38.0,2015-12-8,11.0,26.0,46.0
6836.0,106072.0,94442.0,11630.0,2015-12-8,12.0,11.0,41.0,2015-12-8,12.0,43.0,33.0
6836.0,106074.0,94442.0,11632.0,2015-12-8,12.0,54.0,44.0,2015-12-8,13.0,5.0,32.0
6836.0,106074.0,94442.0,11632.0,2015-12-8,14.0,25.0,47.0,2015-12-8,14.0,35.0,55.0
6836.0,106074.0,94444.0,11630.0,2015-12-8,16.0,1.0,35.0,2015-12-8,16.0,41.0,38.0
6836.0,106074.0,94444.0,11630.0,2015-12-8,17.0,59.0,44.0,2015-12-8,18.0,13.0,41.0
6836.0,106076.0,94444.0,11632.0,2015-12-8,18.0,34.0,45.0,2015-12-8,19.0,15.0,49.0
6836.0,106076.0,94446.0,11630.0,2015-12-8,20.0,56.0,43.0,2015-12-8,22.0,9.0,40.0
6836.0,106076.0,94446.0,11630.0,2015-12-8,23.0,23.0,36.0,2015-12-8,23.0,29.0,47.0
6836.0,106080.0,94450.0,11630.0,2015-12-9,9.0,4.0,35.0,2015-12-9,9.0,35.0,37.0
6836.0,106082.0,94450.0,11632.0,2015-12-9,12.0,40.0,34.0,2015-12-9,13.0,5.0,42.0
6836.0,106084.0,94454.0,11630.0,2015-12-9,20.0,58.0,38.0,2015-12-9,21.0,10.0,40.0
6836.0,106084.0,94454.0,11630.0,2015-12-9,21.0,55.0,41.0,2015-12-9,22.0,3.0,36.0
6836.0,106086.0,94454.0,11632.0,2015-12-9,22.0,48.0,51.0,2015-12-9,22.0,55.0,28.0
6836.0,106086.0,94456.0,11630.0,2015-12-10,3.0,13.0,55.0,2015-12-10,3.0,16.0,34.0
6836.0,106088.0,94456.0,11632.0,2015-12-10,6.0,8.0,38.0,2015-12-10,6.0,20.0,39.0
6836.0,106088.0,94458.0,11630.0,2015-12-10,7.0,11.0,51.0,2015-12-10,7.0,33.0,34.0
6836.0,106088.0,94458.0,11630.0,2015-12-10,8.0,49.0,37.0,2015-12-10,9.0,17.0,46.0
6836.0,106090.0,94460.0,11630.0,2015-12-10,13.0,34.0,39.0,2015-12-10,14.0,22.0,38.0
6836.0,106092.0,94460.0,11632.0,2015-12-10,16.0,12.0,45.0,2015-12-10,16.0,47.0,43.0
6836.0,106092.0,94462.0,11630.0,2015-12-10,17.0,38.0,39.0,2015-12-10,18.0,35.0,38.0
6836.0,106094.0,94462.0,11632.0,2015-12-10,21.0,58.0,39.0,2015-12-10,22.0,1.0,40.0
6836.0,106094.0,94464.0,11630.0,2015-12-11,0.0,28.0,46.0,2015-12-11,1.0,17.0,47.0
6836.0,106094.0,94474.0,11620.0,2015-12-11,1.0,44.0,35.0,2015-12-11,2.0,17.0,40.0
6836.0,106096.0,94474.0,11622.0,2015-12-11,3.0,50.0,45.0,2015-12-11,3.0,56.0,28.0
6836.0,106096.0,94474.0,11622.0,2015-12-11,4.0,16.0,50.0,2015-12-11,4.0,40.0,37.0
6836.0,106096.0,94474.0,11622.0,2015-12-11,5.0,2.0,43.0,2015-12-11,5.0,9.0,40.0
6836.0,106096.0,94474.0,11622.0,2015-12-11,5.0,37.0,46.0,2015-12-11,6.0,16.0,43.0
6836.0,106096.0,94476.0,11620.0,2015-12-11,6.0,19.0,40.0,2015-12-11,6.0,53.0,43.0
6836.0,106098.0,94476.0,11622.0,2015-12-11,8.0,28.0,50.0,2015-12-11,9.0,27.0,41.0
6836.0,106098.0,94476.0,11622.0,2015-12-11,9.0,35.0,45.0,2015-12-11,9.0,36.0,44.0
6836.0,106098.0,94478.0,11620.0,2015-12-11,13.0,0.0,48.0,2015-12-11,14.0,14.0,50.0
6836.0,106100.0,94478.0,11622.0,2015-12-11,15.0,14.0,30.0,2015-12-11,15.0,56.0,37.0
6836.0,106100.0,94478.0,11622.0,2015-12-11,16.0,16.0,42.0,2015-12-11,16.0,46.0,31.0
6836.0,106100.0,94492.0,11608.0,2015-12-11,18.0,17.0,43.0,2015-12-11,18.0,33.0,47.0
6836.0,106102.0,94492.0,11610.0,2015-12-11,19.0,26.0,30.0,2015-12-11,19.0,54.0,29.0
6836.0,106102.0,94494.0,11608.0,2015-12-11,23.0,42.0,33.0,2015-12-12,0.0,19.0,35.0
6836.0,106104.0,94502.0,11602.0,2015-12-12,5.0,32.0,51.0,2015-12-12,5.0,51.0,35.0
6836.0,106106.0,94502.0,11604.0,2015-12-12,7.0,7.0,33.0,2015-12-12,7.0,30.0,42.0
6836.0,106108.0,94506.0,11602.0,2015-12-12,15.0,25.0,36.0,2015-12-12,15.0,36.0,44.0
6836.0,106108.0,94506.0,11602.0,2015-12-12,15.0,53.0,37.0,2015-12-12,16.0,16.0,37.0
6836.0,106110.0,94508.0,11602.0,2015-12-12,19.0,22.0,48.0,2015-12-12,19.0,26.0,45.0
6836.0,106110.0,94508.0,11602.0,2015-12-12,22.0,39.0,47.0,2015-12-12,23.0,56.0,47.0
7017.0,376554.0,376550.0,4.0,2015-10-20,11.0,54.0,31.0,2015-10-20,12.0,5.0,0.0
7030.0,142386.0,142384.0,2.0,2015-10-17,10.0,19.0,24.0,2015-10-17,10.0,25.0,30.0
7030.0,142388.0,142386.0,2.0,2015-10-17,11.0,48.0,28.0,2015-10-17,11.0,56.0,44.0
7030.0,142394.0,142392.0,2.0,2015-10-17,16.0,4.0,26.0,2015-10-17,16.0,11.0,46.0
7030.0,142394.0,142392.0,2.0,2015-10-17,16.0,17.0,26.0,2015-10-17,16.0,21.0,48.0
7030.0,142396.0,142394.0,2.0,2015-10-17,17.0,51.0,13.0,2015-10-17,18.0,17.0,30.0
7030.0,142400.0,142398.0,2.0,2015-10-17,21.0,0.0,22.0,2015-10-17,21.0,3.0,40.0
7030.0,142406.0,142404.0,2.0,2015-10-18,1.0,30.0,18.0,2015-10-18,1.0,30.0,38.0
7030.0,142522.0,142514.0,8.0,2015-10-20,12.0,35.0,43.0,2015-10-20,12.0,40.0,39.0
7030.0,142522.0,142520.0,2.0,2015-10-20,17.0,27.0,33.0,2015-10-20,17.0,29.0,32.0
7030.0,143064.0,143062.0,2.0,2015-11-1,1.0,10.0,20.0,2015-11-1,1.0,16.0,29.0
7030.0,143066.0,143064.0,2.0,2015-11-1,1.0,56.0,19.0,2015-11-1,1.0,58.0,27.0
7030.0,166108.0,146466.0,19642.0,2015-12-7,17.0,49.0,11.0,2015-12-7,17.0,54.0,21.0
7030.0,166110.0,146470.0,19640.0,2015-12-7,20.0,21.0,26.0,2015-12-7,20.0,30.0,9.0
7030.0,166112.0,146470.0,19642.0,2015-12-7,21.0,31.0,24.0,2015-12-7,21.0,35.0,26.0
7030.0,166114.0,146492.0,19622.0,2015-12-7,22.0,55.0,10.0,2015-12-7,22.0,59.0,21.0
7030.0,166116.0,146494.0,19622.0,2015-12-8,0.0,21.0,29.0,2015-12-8,0.0,26.0,8.0
7030.0,166116.0,146496.0,19620.0,2015-12-8,1.0,9.0,25.0,2015-12-8,1.0,26.0,21.0
7030.0,166118.0,146496.0,19622.0,2015-12-8,1.0,39.0,23.0,2015-12-8,1.0,53.0,26.0
7030.0,166120.0,146498.0,19622.0,2015-12-8,3.0,3.0,9.0,2015-12-8,3.0,7.0,20.0
7030.0,166134.0,146504.0,19630.0,2015-12-8,8.0,25.0,25.0,2015-12-8,8.0,27.0,10.0
7030.0,166136.0,146506.0,19630.0,2015-12-8,9.0,23.0,24.0,2015-12-8,10.0,17.0,26.0
7030.0,166138.0,146508.0,19630.0,2015-12-8,11.0,27.0,9.0,2015-12-8,11.0,31.0,20.0
7030.0,166140.0,146510.0,19630.0,2015-12-8,12.0,20.0,19.0,2015-12-8,12.0,44.0,7.0
7030.0,166140.0,146510.0,19630.0,2015-12-8,12.0,55.0,28.0,2015-12-8,13.0,37.0,15.0
7030.0,166148.0,146518.0,19630.0,2015-12-8,18.0,38.0,26.0,2015-12-8,19.0,3.0,21.0
7030.0,166152.0,146522.0,19630.0,2015-12-8,22.0,15.0,21.0,2015-12-8,22.0,20.0,17.0
7030.0,166152.0,146524.0,19628.0,2015-12-8,23.0,5.0,15.0,2015-12-8,23.0,7.0,29.0
7030.0,166156.0,146526.0,19630.0,2015-12-9,0.0,54.0,19.0,2015-12-9,0.0,58.0,13.0
7030.0,166156.0,146526.0,19630.0,2015-12-9,1.0,25.0,24.0,2015-12-9,1.0,29.0,3.0
7030.0,166158.0,146528.0,19630.0,2015-12-9,2.0,31.0,22.0,2015-12-9,2.0,34.0,17.0
7030.0,166160.0,146532.0,19628.0,2015-12-9,4.0,53.0,18.0,2015-12-9,4.0,55.0,12.0
7030.0,166162.0,146532.0,19630.0,2015-12-9,5.0,33.0,21.0,2015-12-9,5.0,50.0,8.0
7030.0,166164.0,146534.0,19630.0,2015-12-9,7.0,12.0,26.0,2015-12-9,7.0,14.0,24.0
7030.0,166164.0,146536.0,19628.0,2015-12-9,7.0,40.0,12.0,2015-12-9,7.0,57.0,19.0
