dataid,Previous meter,Current meter,Difference,Previous Date,Previous Hour,Previous Minute,Previous Second,Current Date,Current Hour,Current Minute,Current Second
7030.0,166168.0,146540.0,19628.0,2015-12-9,10.0,41.0,25.0,2015-12-9,11.0,13.0,21.0
7030.0,166170.0,146542.0,19628.0,2015-12-9,12.0,27.0,15.0,2015-12-9,12.0,35.0,15.0
7030.0,166174.0,146544.0,19630.0,2015-12-9,15.0,5.0,21.0,2015-12-9,15.0,25.0,21.0
7030.0,166176.0,146548.0,19628.0,2015-12-9,16.0,38.0,15.0,2015-12-9,17.0,27.0,7.0
7030.0,166180.0,146568.0,19612.0,2015-12-9,19.0,50.0,27.0,2015-12-9,20.0,4.0,28.0
7030.0,166182.0,146570.0,19612.0,2015-12-9,21.0,18.0,11.0,2015-12-9,21.0,36.0,7.0
7030.0,166184.0,146570.0,19614.0,2015-12-9,22.0,35.0,31.0,2015-12-9,22.0,45.0,1.0
7030.0,166184.0,146572.0,19612.0,2015-12-9,23.0,43.0,22.0,2015-12-10,0.0,1.0,25.0
7030.0,166190.0,146578.0,19612.0,2015-12-10,3.0,51.0,26.0,2015-12-10,3.0,55.0,18.0
7030.0,166190.0,146578.0,19612.0,2015-12-10,4.0,41.0,13.0,2015-12-10,4.0,58.0,17.0
7030.0,166192.0,146580.0,19612.0,2015-12-10,5.0,37.0,12.0,2015-12-10,6.0,4.0,7.0
7030.0,166210.0,146590.0,19620.0,2015-12-10,12.0,55.0,12.0,2015-12-10,13.0,3.0,21.0
7030.0,166210.0,146590.0,19620.0,2015-12-10,13.0,32.0,11.0,2015-12-10,13.0,34.0,19.0
7030.0,166212.0,146592.0,19620.0,2015-12-10,14.0,10.0,7.0,2015-12-10,14.0,17.0,8.0
7030.0,166214.0,146594.0,19620.0,2015-12-10,16.0,17.0,22.0,2015-12-10,16.0,24.0,19.0
7030.0,166216.0,146596.0,19620.0,2015-12-10,17.0,20.0,18.0,2015-12-10,17.0,26.0,15.0
7030.0,166218.0,146598.0,19620.0,2015-12-10,18.0,47.0,19.0,2015-12-10,19.0,3.0,8.0
7030.0,166218.0,146600.0,19618.0,2015-12-10,19.0,41.0,31.0,2015-12-10,20.0,4.0,12.0
7030.0,166220.0,146600.0,19620.0,2015-12-10,20.0,18.0,26.0,2015-12-10,20.0,25.0,12.0
7030.0,166220.0,146600.0,19620.0,2015-12-10,20.0,44.0,22.0,2015-12-10,20.0,49.0,20.0
7030.0,166220.0,146602.0,19618.0,2015-12-10,21.0,31.0,17.0,2015-12-10,21.0,39.0,17.0
7030.0,166222.0,146602.0,19620.0,2015-12-10,22.0,7.0,12.0,2015-12-10,22.0,17.0,19.0
7030.0,166224.0,146604.0,19620.0,2015-12-10,23.0,41.0,28.0,2015-12-10,23.0,45.0,5.0
7030.0,166224.0,146604.0,19620.0,2015-12-11,0.0,15.0,28.0,2015-12-11,0.0,20.0,14.0
7030.0,166224.0,146606.0,19618.0,2015-12-11,0.0,34.0,25.0,2015-12-11,0.0,44.0,16.0
7030.0,166226.0,146606.0,19620.0,2015-12-11,1.0,41.0,14.0,2015-12-11,1.0,44.0,17.0
7030.0,166226.0,146606.0,19620.0,2015-12-11,1.0,45.0,19.0,2015-12-11,1.0,46.0,19.0
7030.0,166228.0,146610.0,19618.0,2015-12-11,3.0,19.0,21.0,2015-12-11,3.0,39.0,8.0
7030.0,166232.0,146612.0,19620.0,2015-12-11,5.0,56.0,18.0,2015-12-11,6.0,1.0,13.0
7030.0,166232.0,146614.0,19618.0,2015-12-11,6.0,25.0,16.0,2015-12-11,6.0,46.0,20.0
7030.0,166236.0,146618.0,19618.0,2015-12-11,9.0,36.0,27.0,2015-12-11,9.0,49.0,25.0
7030.0,166236.0,146618.0,19618.0,2015-12-11,9.0,55.0,12.0,2015-12-11,10.0,7.0,18.0
7030.0,166240.0,146620.0,19620.0,2015-12-11,12.0,22.0,30.0,2015-12-11,12.0,23.0,7.0
7030.0,166240.0,146622.0,19618.0,2015-12-11,12.0,36.0,30.0,2015-12-11,12.0,44.0,5.0
7030.0,166242.0,146622.0,19620.0,2015-12-11,13.0,37.0,23.0,2015-12-11,13.0,41.0,20.0
7030.0,166242.0,146624.0,19618.0,2015-12-11,14.0,38.0,18.0,2015-12-11,14.0,49.0,19.0
7030.0,166246.0,146626.0,19620.0,2015-12-11,16.0,47.0,30.0,2015-12-11,16.0,48.0,4.0
7030.0,166250.0,146632.0,19618.0,2015-12-11,20.0,36.0,23.0,2015-12-11,20.0,37.0,3.0
7030.0,166260.0,146678.0,19582.0,2015-12-12,3.0,11.0,19.0,2015-12-12,3.0,27.0,17.0
7030.0,166262.0,146680.0,19582.0,2015-12-12,6.0,5.0,22.0,2015-12-12,6.0,6.0,14.0
7030.0,166262.0,146682.0,19580.0,2015-12-12,6.0,9.0,24.0,2015-12-12,6.0,13.0,18.0
7030.0,166264.0,146682.0,19582.0,2015-12-12,6.0,59.0,13.0,2015-12-12,6.0,59.0,22.0
7030.0,166264.0,146684.0,19580.0,2015-12-12,7.0,24.0,18.0,2015-12-12,8.0,7.0,16.0
7030.0,166266.0,146684.0,19582.0,2015-12-12,8.0,29.0,20.0,2015-12-12,8.0,33.0,13.0
7030.0,166266.0,146686.0,19580.0,2015-12-12,9.0,15.0,28.0,2015-12-12,9.0,23.0,6.0
7030.0,166268.0,146688.0,19580.0,2015-12-12,10.0,45.0,27.0,2015-12-12,10.0,47.0,24.0
7030.0,166270.0,146690.0,19580.0,2015-12-12,12.0,17.0,14.0,2015-12-12,12.0,29.0,6.0
7030.0,166272.0,146692.0,19580.0,2015-12-12,13.0,39.0,31.0,2015-12-12,13.0,47.0,2.0
7030.0,166286.0,146696.0,19590.0,2015-12-12,17.0,7.0,22.0,2015-12-12,17.0,37.0,2.0
7030.0,166290.0,146700.0,19590.0,2015-12-12,20.0,23.0,14.0,2015-12-12,20.0,38.0,18.0
7030.0,166290.0,146702.0,19588.0,2015-12-12,20.0,47.0,10.0,2015-12-12,20.0,47.0,11.0
7030.0,166292.0,146702.0,19590.0,2015-12-12,21.0,16.0,25.0,2015-12-12,21.0,45.0,3.0
7030.0,166292.0,146704.0,19588.0,2015-12-12,22.0,10.0,30.0,2015-12-12,22.0,13.0,6.0
7030.0,166294.0,146704.0,19590.0,2015-12-12,23.0,11.0,23.0,2015-12-12,23.0,23.0,24.0
7030.0,166294.0,146706.0,19588.0,2015-12-13,0.0,7.0,18.0,2015-12-13,0.0,21.0,16.0
7030.0,166296.0,146708.0,19588.0,2015-12-13,1.0,11.0,16.0,2015-12-13,1.0,20.0,11.0
7117.0,212042.0,212036.0,6.0,2015-10-17,0.0,0.0,0.0,2015-10-17,0.0,7.0,17.0
7117.0,212042.0,212040.0,2.0,2015-10-17,9.0,20.0,45.0,2015-10-17,9.0,37.0,9.0
7117.0,212042.0,212040.0,2.0,2015-10-17,9.0,58.0,41.0,2015-10-17,9.0,58.0,54.0
7117.0,212044.0,212042.0,2.0,2015-10-17,13.0,58.0,40.0,2015-10-17,14.0,8.0,54.0
7117.0,212048.0,212046.0,2.0,2015-10-17,23.0,7.0,43.0,2015-10-17,23.0,25.0,52.0
7117.0,212086.0,212082.0,4.0,2015-10-20,12.0,21.0,11.0,2015-10-20,12.0,26.0,58.0
7117.0,212086.0,212084.0,2.0,2015-10-20,12.0,49.0,3.0,2015-10-20,13.0,44.0,52.0
7117.0,212270.0,212268.0,2.0,2015-11-1,1.0,2.0,50.0,2015-11-1,1.0,4.0,53.0
7117.0,212270.0,212268.0,2.0,2015-11-1,1.0,5.0,47.0,2015-11-1,1.0,9.0,51.0
7117.0,212270.0,212268.0,2.0,2015-11-1,1.0,14.0,47.0,2015-11-1,1.0,14.0,55.0
7117.0,212270.0,212268.0,2.0,2015-11-1,1.0,25.0,49.0,2015-11-1,1.0,25.0,51.0
7117.0,233402.0,214602.0,18800.0,2015-12-7,17.0,12.0,56.0,2015-12-7,17.0,15.0,9.0
7117.0,233402.0,214604.0,18798.0,2015-12-7,18.0,28.0,51.0,2015-12-7,18.0,32.0,12.0
7117.0,233402.0,214614.0,18788.0,2015-12-7,20.0,57.0,5.0,2015-12-7,21.0,4.0,0.0
7117.0,233404.0,214622.0,18782.0,2015-12-8,1.0,47.0,1.0,2015-12-8,1.0,52.0,9.0
7117.0,233406.0,214624.0,18782.0,2015-12-8,3.0,1.0,54.0,2015-12-8,3.0,20.0,11.0
7117.0,233406.0,214624.0,18782.0,2015-12-8,3.0,45.0,49.0,2015-12-8,3.0,53.0,12.0
7117.0,233406.0,214626.0,18780.0,2015-12-8,4.0,45.0,0.0,2015-12-8,5.0,34.0,1.0
7117.0,233406.0,214626.0,18780.0,2015-12-8,5.0,48.0,56.0,2015-12-8,6.0,2.0,7.0
7117.0,233408.0,214638.0,18770.0,2015-12-8,7.0,15.0,53.0,2015-12-8,7.0,52.0,14.0
7117.0,233408.0,214638.0,18770.0,2015-12-8,7.0,56.0,48.0,2015-12-8,8.0,0.0,14.0
7117.0,233408.0,214638.0,18770.0,2015-12-8,8.0,22.0,53.0,2015-12-8,8.0,37.0,6.0
7117.0,233408.0,214648.0,18760.0,2015-12-8,8.0,53.0,57.0,2015-12-8,9.0,26.0,1.0
7117.0,233408.0,214656.0,18752.0,2015-12-8,10.0,40.0,1.0,2015-12-8,10.0,48.0,19.0
7117.0,233408.0,214658.0,18750.0,2015-12-8,11.0,27.0,53.0,2015-12-8,11.0,31.0,15.0
7117.0,233410.0,214662.0,18748.0,2015-12-8,13.0,50.0,9.0,2015-12-8,13.0,59.0,2.0
7117.0,233410.0,214664.0,18746.0,2015-12-8,15.0,34.0,54.0,2015-12-8,15.0,36.0,11.0
7117.0,233410.0,214664.0,18746.0,2015-12-8,15.0,49.0,53.0,2015-12-8,15.0,54.0,9.0
7117.0,233412.0,214666.0,18746.0,2015-12-8,17.0,3.0,57.0,2015-12-8,17.0,14.0,5.0
7117.0,233412.0,214694.0,18718.0,2015-12-8,19.0,54.0,54.0,2015-12-8,19.0,55.0,14.0
7117.0,233412.0,214698.0,18714.0,2015-12-8,20.0,4.0,50.0,2015-12-8,20.0,17.0,10.0
7117.0,233414.0,214716.0,18698.0,2015-12-8,21.0,18.0,56.0,2015-12-8,21.0,24.0,4.0
7117.0,233414.0,214722.0,18692.0,2015-12-8,22.0,55.0,59.0,2015-12-8,23.0,1.0,13.0
7117.0,233414.0,214722.0,18692.0,2015-12-8,23.0,28.0,0.0,2015-12-8,23.0,30.0,18.0
7117.0,233414.0,214726.0,18688.0,2015-12-9,1.0,15.0,54.0,2015-12-9,1.0,24.0,5.0
7117.0,233416.0,214728.0,18688.0,2015-12-9,2.0,54.0,3.0,2015-12-9,3.0,17.0,10.0
7117.0,233416.0,214728.0,18688.0,2015-12-9,3.0,41.0,58.0,2015-12-9,3.0,50.0,18.0
7117.0,233416.0,214730.0,18686.0,2015-12-9,4.0,11.0,55.0,2015-12-9,4.0,16.0,11.0
7117.0,233416.0,214730.0,18686.0,2015-12-9,4.0,24.0,53.0,2015-12-9,4.0,35.0,12.0
7117.0,233418.0,214740.0,18678.0,2015-12-9,7.0,5.0,1.0,2015-12-9,7.0,10.0,5.0
7117.0,233418.0,214742.0,18676.0,2015-12-9,7.0,12.0,58.0,2015-12-9,7.0,18.0,8.0
7117.0,233418.0,214752.0,18666.0,2015-12-9,7.0,48.0,1.0,2015-12-9,8.0,18.0,12.0
7117.0,233418.0,214754.0,18664.0,2015-12-9,8.0,33.0,54.0,2015-12-9,9.0,0.0,7.0
7117.0,233420.0,214766.0,18654.0,2015-12-9,10.0,49.0,7.0,2015-12-9,11.0,50.0,13.0
7117.0,233420.0,214766.0,18654.0,2015-12-9,12.0,27.0,49.0,2015-12-9,12.0,47.0,10.0
7117.0,233422.0,214768.0,18654.0,2015-12-9,14.0,1.0,57.0,2015-12-9,14.0,6.0,4.0
7117.0,233422.0,214770.0,18652.0,2015-12-9,15.0,58.0,56.0,2015-12-9,16.0,0.0,9.0
7117.0,233422.0,214772.0,18650.0,2015-12-9,16.0,20.0,56.0,2015-12-9,16.0,35.0,17.0
7117.0,233422.0,214784.0,18638.0,2015-12-9,17.0,10.0,49.0,2015-12-9,17.0,20.0,8.0
7117.0,233422.0,214786.0,18636.0,2015-12-9,17.0,29.0,46.0,2015-12-9,18.0,0.0,0.0
7117.0,233424.0,214786.0,18638.0,2015-12-9,18.0,14.0,59.0,2015-12-9,18.0,19.0,2.0
7117.0,233424.0,214788.0,18636.0,2015-12-9,18.0,28.0,56.0,2015-12-9,18.0,53.0,55.0
7117.0,233424.0,214790.0,18634.0,2015-12-9,20.0,8.0,57.0,2015-12-9,20.0,15.0,12.0
7117.0,233424.0,214790.0,18634.0,2015-12-9,20.0,21.0,3.0,2015-12-9,20.0,25.0,19.0
7117.0,233424.0,214790.0,18634.0,2015-12-9,20.0,55.0,54.0,2015-12-9,20.0,56.0,10.0
7117.0,233424.0,214790.0,18634.0,2015-12-9,21.0,0.0,55.0,2015-12-9,21.0,8.0,12.0
7117.0,233424.0,214794.0,18630.0,2015-12-9,21.0,49.0,49.0,2015-12-9,23.0,12.0,58.0
7117.0,233426.0,214794.0,18632.0,2015-12-9,23.0,13.0,7.0,2015-12-9,23.0,20.0,55.0
7117.0,233426.0,214794.0,18632.0,2015-12-9,23.0,34.0,6.0,2015-12-9,23.0,54.0,6.0
7117.0,233426.0,214794.0,18632.0,2015-12-10,0.0,4.0,57.0,2015-12-10,0.0,11.0,8.0
7117.0,233426.0,214798.0,18628.0,2015-12-10,2.0,32.0,56.0,2015-12-10,2.0,39.0,4.0
7117.0,233428.0,214800.0,18628.0,2015-12-10,4.0,5.0,1.0,2015-12-10,4.0,25.0,12.0
7117.0,233428.0,214802.0,18626.0,2015-12-10,4.0,47.0,2.0,2015-12-10,4.0,57.0,13.0
7117.0,233428.0,214802.0,18626.0,2015-12-10,5.0,31.0,52.0,2015-12-10,5.0,36.0,10.0
7117.0,233428.0,214802.0,18626.0,2015-12-10,6.0,5.0,46.0,2015-12-10,6.0,6.0,11.0
7117.0,233430.0,214806.0,18624.0,2015-12-10,8.0,21.0,59.0,2015-12-10,8.0,28.0,7.0
7117.0,233430.0,214808.0,18622.0,2015-12-10,9.0,38.0,54.0,2015-12-10,9.0,48.0,10.0
7117.0,233430.0,214822.0,18608.0,2015-12-10,12.0,12.0,2.0,2015-12-10,12.0,17.0,4.0
7117.0,233430.0,214824.0,18606.0,2015-12-10,12.0,28.0,1.0,2015-12-10,13.0,16.0,15.0
7117.0,233432.0,214828.0,18604.0,2015-12-10,14.0,49.0,49.0,2015-12-10,15.0,12.0,3.0
7117.0,233432.0,214828.0,18604.0,2015-12-10,16.0,30.0,2.0,2015-12-10,16.0,32.0,5.0
7117.0,233432.0,214830.0,18602.0,2015-12-10,16.0,45.0,59.0,2015-12-10,16.0,49.0,5.0
7117.0,233432.0,214830.0,18602.0,2015-12-10,17.0,3.0,58.0,2015-12-10,17.0,16.0,12.0
7117.0,233434.0,214836.0,18598.0,2015-12-10,20.0,41.0,1.0,2015-12-10,20.0,42.0,4.0
7117.0,233434.0,214836.0,18598.0,2015-12-10,21.0,16.0,57.0,2015-12-10,21.0,18.0,8.0
7117.0,233434.0,214838.0,18596.0,2015-12-10,21.0,55.0,45.0,2015-12-10,21.0,56.0,19.0
7117.0,233436.0,214840.0,18596.0,2015-12-10,23.0,25.0,54.0,2015-12-10,23.0,26.0,59.0
7117.0,233436.0,214840.0,18596.0,2015-12-11,0.0,21.0,5.0,2015-12-11,0.0,23.0,58.0
7117.0,233436.0,214842.0,18594.0,2015-12-11,1.0,29.0,57.0,2015-12-11,1.0,42.0,11.0
7117.0,233438.0,214848.0,18590.0,2015-12-11,5.0,20.0,2.0,2015-12-11,5.0,21.0,3.0
7117.0,233440.0,214852.0,18588.0,2015-12-11,7.0,20.0,47.0,2015-12-11,7.0,26.0,11.0
7117.0,233440.0,214854.0,18586.0,2015-12-11,7.0,52.0,55.0,2015-12-11,8.0,5.0,1.0
7117.0,233440.0,214864.0,18576.0,2015-12-11,8.0,30.0,1.0,2015-12-11,8.0,30.0,56.0
7117.0,233440.0,214866.0,18574.0,2015-12-11,9.0,2.0,9.0,2015-12-11,9.0,6.0,58.0
7117.0,233442.0,214866.0,18576.0,2015-12-11,9.0,38.0,59.0,2015-12-11,9.0,45.0,7.0
7117.0,233442.0,214868.0,18574.0,2015-12-11,10.0,46.0,53.0,2015-12-11,11.0,15.0,11.0
7117.0,233442.0,214882.0,18560.0,2015-12-11,12.0,22.0,57.0,2015-12-11,12.0,33.0,56.0
7117.0,233444.0,214884.0,18560.0,2015-12-11,13.0,37.0,57.0,2015-12-11,13.0,50.0,3.0
7117.0,233444.0,214884.0,18560.0,2015-12-11,14.0,30.0,59.0,2015-12-11,14.0,48.0,13.0
7117.0,233444.0,214886.0,18558.0,2015-12-11,15.0,45.0,48.0,2015-12-11,15.0,47.0,11.0
7117.0,233444.0,214886.0,18558.0,2015-12-11,16.0,26.0,59.0,2015-12-11,16.0,28.0,3.0
7117.0,233444.0,214888.0,18556.0,2015-12-11,16.0,55.0,57.0,2015-12-11,17.0,1.0,54.0
7117.0,233446.0,214890.0,18556.0,2015-12-11,18.0,24.0,59.0,2015-12-11,18.0,55.0,19.0
7117.0,233446.0,214894.0,18552.0,2015-12-11,21.0,4.0,59.0,2015-12-11,21.0,8.0,56.0
7117.0,233448.0,214900.0,18548.0,2015-12-12,0.0,56.0,54.0,2015-12-12,1.0,39.0,58.0
7117.0,233448.0,214900.0,18548.0,2015-12-12,2.0,16.0,1.0,2015-12-12,2.0,24.0,5.0
7117.0,233450.0,214902.0,18548.0,2015-12-12,2.0,34.0,1.0,2015-12-12,3.0,5.0,14.0
7117.0,233450.0,214902.0,18548.0,2015-12-12,3.0,16.0,49.0,2015-12-12,3.0,48.0,8.0
7117.0,233450.0,214904.0,18546.0,2015-12-12,4.0,22.0,49.0,2015-12-12,4.0,26.0,10.0
7117.0,233450.0,214906.0,18544.0,2015-12-12,5.0,25.0,0.0,2015-12-12,5.0,44.0,57.0
7117.0,233452.0,214910.0,18542.0,2015-12-12,7.0,52.0,53.0,2015-12-12,8.0,36.0,9.0
7117.0,233452.0,214910.0,18542.0,2015-12-12,8.0,46.0,45.0,2015-12-12,8.0,47.0,2.0
7117.0,233452.0,214912.0,18540.0,2015-12-12,10.0,14.0,8.0,2015-12-12,10.0,21.0,56.0
7117.0,233454.0,214912.0,18542.0,2015-12-12,10.0,31.0,58.0,2015-12-12,10.0,40.0,6.0
7117.0,233454.0,214914.0,18540.0,2015-12-12,10.0,50.0,58.0,2015-12-12,11.0,11.0,4.0
7117.0,233456.0,214916.0,18540.0,2015-12-12,12.0,17.0,47.0,2015-12-12,12.0,20.0,6.0
7117.0,233456.0,214916.0,18540.0,2015-12-12,13.0,24.0,55.0,2015-12-12,13.0,36.0,0.0
7117.0,233456.0,214918.0,18538.0,2015-12-12,14.0,11.0,6.0,2015-12-12,14.0,11.0,56.0
7117.0,233456.0,214918.0,18538.0,2015-12-12,14.0,16.0,6.0,2015-12-12,14.0,21.0,50.0
7117.0,233456.0,214918.0,18538.0,2015-12-12,14.0,27.0,7.0,2015-12-12,14.0,38.0,1.0
7117.0,233456.0,214920.0,18536.0,2015-12-12,15.0,37.0,2.0,2015-12-12,15.0,56.0,17.0
7117.0,233458.0,214922.0,18536.0,2015-12-12,17.0,7.0,44.0,2015-12-12,17.0,29.0,58.0
7117.0,233458.0,214922.0,18536.0,2015-12-12,17.0,48.0,54.0,2015-12-12,17.0,52.0,57.0
7117.0,233458.0,214924.0,18534.0,2015-12-12,18.0,19.0,5.0,2015-12-12,18.0,19.0,55.0
7117.0,233458.0,214926.0,18532.0,2015-12-12,19.0,55.0,57.0,2015-12-12,20.0,10.0,14.0
7117.0,233458.0,214928.0,18530.0,2015-12-12,20.0,31.0,52.0,2015-12-12,20.0,56.0,4.0
7117.0,233458.0,214928.0,18530.0,2015-12-12,21.0,3.0,45.0,2015-12-12,21.0,11.0,9.0
7117.0,233460.0,214928.0,18532.0,2015-12-12,21.0,26.0,47.0,2015-12-12,21.0,59.0,1.0
7117.0,233460.0,214930.0,18530.0,2015-12-12,22.0,23.0,59.0,2015-12-12,22.0,36.0,54.0
7117.0,233460.0,214930.0,18530.0,2015-12-12,22.0,39.0,4.0,2015-12-12,22.0,50.0,56.0
7117.0,233460.0,214932.0,18528.0,2015-12-13,0.0,27.0,48.0,2015-12-13,0.0,38.0,2.0
7117.0,233460.0,214934.0,18526.0,2015-12-13,0.0,56.0,47.0,2015-12-13,1.0,12.0,2.0
7117.0,230092.0,230090.0,2.0,2016-3-30,23.0,4.0,32.0,2016-3-30,23.0,6.0,13.0
7739.0,150098.0,150096.0,2.0,2015-11-1,1.0,30.0,25.0,2015-11-1,1.0,53.0,25.0
7794.0,435398.0,435392.0,6.0,2015-11-1,7.0,40.0,58.0,2015-11-1,8.0,1.0,58.0
7989.0,110808.0,110806.0,2.0,2015-11-1,1.0,40.0,20.0,2015-11-1,1.0,45.0,28.0
7989.0,113706.0,113656.0,50.0,2015-12-13,0.0,0.0,0.0,2015-12-13,0.0,1.0,18.0
8156.0,252334.0,252332.0,2.0,2015-10-17,12.0,56.0,9.0,2015-10-17,13.0,6.0,23.0
8156.0,252334.0,252332.0,2.0,2015-10-17,13.0,15.0,8.0,2015-10-17,13.0,20.0,22.0
8156.0,252336.0,252334.0,2.0,2015-10-17,16.0,32.0,9.0,2015-10-17,16.0,43.0,22.0
8156.0,252338.0,252336.0,2.0,2015-10-17,20.0,29.0,9.0,2015-10-17,20.0,31.0,21.0
8156.0,252338.0,252336.0,2.0,2015-10-17,21.0,3.0,8.0,2015-10-17,21.0,4.0,22.0
8156.0,252340.0,252338.0,2.0,2015-10-18,1.0,16.0,8.0,2015-10-18,1.0,17.0,21.0
8156.0,252400.0,252398.0,2.0,2015-10-20,6.0,59.0,22.0,2015-10-20,7.0,9.0,19.0
8156.0,252420.0,252408.0,12.0,2015-10-20,7.0,41.0,22.0,2015-10-20,7.0,47.0,19.0
8156.0,252442.0,252432.0,10.0,2015-10-20,10.0,38.0,22.0,2015-10-20,10.0,52.0,20.0
8156.0,252452.0,252448.0,4.0,2015-10-20,12.0,58.0,36.0,2015-10-20,13.0,0.0,19.0
8156.0,252454.0,252452.0,2.0,2015-10-20,21.0,21.0,21.0,2015-10-20,21.0,28.0,19.0
8156.0,252454.0,252452.0,2.0,2015-10-20,21.0,30.0,21.0,2015-10-20,21.0,33.0,19.0
8156.0,274146.0,256346.0,17800.0,2015-12-7,16.0,37.0,39.0,2015-12-7,16.0,47.0,45.0
8156.0,274148.0,256346.0,17802.0,2015-12-7,17.0,25.0,39.0,2015-12-7,17.0,28.0,45.0
8156.0,274148.0,256346.0,17802.0,2015-12-7,17.0,45.0,40.0,2015-12-7,17.0,52.0,45.0
8156.0,274148.0,256346.0,17802.0,2015-12-7,18.0,9.0,40.0,2015-12-7,18.0,15.0,44.0
8156.0,274148.0,256350.0,17798.0,2015-12-7,18.0,45.0,39.0,2015-12-7,18.0,55.0,45.0
8156.0,274148.0,256350.0,17798.0,2015-12-7,19.0,9.0,39.0,2015-12-7,19.0,11.0,45.0
8156.0,274148.0,256352.0,17796.0,2015-12-7,19.0,26.0,40.0,2015-12-7,19.0,30.0,45.0
8156.0,274148.0,256352.0,17796.0,2015-12-7,19.0,55.0,39.0,2015-12-7,19.0,56.0,45.0
8156.0,274150.0,256352.0,17798.0,2015-12-7,21.0,12.0,40.0,2015-12-7,21.0,15.0,45.0
8156.0,274150.0,256352.0,17798.0,2015-12-7,22.0,4.0,39.0,2015-12-7,22.0,7.0,45.0
8156.0,274150.0,256352.0,17798.0,2015-12-7,22.0,17.0,40.0,2015-12-7,22.0,29.0,45.0
8156.0,274152.0,256352.0,17800.0,2015-12-7,22.0,44.0,39.0,2015-12-7,22.0,46.0,45.0
8156.0,274152.0,256352.0,17800.0,2015-12-7,23.0,26.0,39.0,2015-12-7,23.0,31.0,45.0
8156.0,274152.0,256354.0,17798.0,2015-12-8,0.0,37.0,39.0,2015-12-8,0.0,45.0,44.0
8156.0,274154.0,256354.0,17800.0,2015-12-8,2.0,13.0,39.0,2015-12-8,2.0,15.0,44.0
8156.0,274154.0,256354.0,17800.0,2015-12-8,4.0,0.0,39.0,2015-12-8,4.0,11.0,45.0
8156.0,274154.0,256358.0,17796.0,2015-12-8,5.0,25.0,40.0,2015-12-8,5.0,32.0,45.0
8156.0,274156.0,256366.0,17790.0,2015-12-8,7.0,12.0,40.0,2015-12-8,7.0,20.0,44.0
8156.0,274156.0,256368.0,17788.0,2015-12-8,7.0,34.0,39.0,2015-12-8,7.0,36.0,44.0
8156.0,274156.0,256368.0,17788.0,2015-12-8,7.0,52.0,39.0,2015-12-8,8.0,5.0,45.0
8156.0,274156.0,256368.0,17788.0,2015-12-8,8.0,21.0,39.0,2015-12-8,8.0,21.0,45.0
8156.0,274156.0,256392.0,17764.0,2015-12-8,9.0,44.0,39.0,2015-12-8,9.0,45.0,45.0
8156.0,274158.0,256392.0,17766.0,2015-12-8,11.0,39.0,39.0,2015-12-8,11.0,40.0,45.0
8156.0,274184.0,256394.0,17790.0,2015-12-8,15.0,2.0,39.0,2015-12-8,15.0,5.0,44.0
8156.0,274184.0,256394.0,17790.0,2015-12-8,15.0,19.0,40.0,2015-12-8,15.0,21.0,45.0
8156.0,274186.0,256398.0,17788.0,2015-12-8,17.0,35.0,40.0,2015-12-8,17.0,38.0,44.0
8156.0,274186.0,256408.0,17778.0,2015-12-8,19.0,51.0,39.0,2015-12-8,19.0,55.0,44.0
8156.0,274188.0,256410.0,17778.0,2015-12-8,21.0,6.0,39.0,2015-12-8,21.0,11.0,45.0
8156.0,274188.0,256410.0,17778.0,2015-12-8,21.0,21.0,40.0,2015-12-8,21.0,23.0,45.0
8156.0,274188.0,256410.0,17778.0,2015-12-8,21.0,31.0,40.0,2015-12-8,21.0,34.0,44.0
8156.0,274190.0,256410.0,17780.0,2015-12-8,23.0,20.0,39.0,2015-12-8,23.0,21.0,44.0
8156.0,274190.0,256410.0,17780.0,2015-12-9,0.0,19.0,40.0,2015-12-9,0.0,19.0,44.0
8156.0,274190.0,256412.0,17778.0,2015-12-9,1.0,8.0,39.0,2015-12-9,1.0,21.0,44.0
8156.0,274190.0,256412.0,17778.0,2015-12-9,1.0,58.0,39.0,2015-12-9,2.0,7.0,44.0
8156.0,274192.0,256412.0,17780.0,2015-12-9,3.0,22.0,40.0,2015-12-9,3.0,22.0,45.0
8156.0,274192.0,256412.0,17780.0,2015-12-9,3.0,28.0,39.0,2015-12-9,3.0,31.0,44.0
8156.0,274192.0,256412.0,17780.0,2015-12-9,4.0,50.0,40.0,2015-12-9,4.0,50.0,45.0
8156.0,274192.0,256412.0,17780.0,2015-12-9,5.0,3.0,39.0,2015-12-9,5.0,5.0,44.0
8156.0,274192.0,256412.0,17780.0,2015-12-9,5.0,21.0,40.0,2015-12-9,5.0,24.0,44.0
8156.0,274194.0,256482.0,17712.0,2015-12-9,7.0,23.0,39.0,2015-12-9,7.0,35.0,45.0
8156.0,274194.0,256482.0,17712.0,2015-12-9,7.0,48.0,39.0,2015-12-9,7.0,53.0,45.0
8156.0,274194.0,256508.0,17686.0,2015-12-9,8.0,43.0,39.0,2015-12-9,9.0,14.0,44.0
8156.0,274194.0,256508.0,17686.0,2015-12-9,9.0,24.0,40.0,2015-12-9,9.0,26.0,45.0
8156.0,274194.0,256508.0,17686.0,2015-12-9,9.0,36.0,39.0,2015-12-9,9.0,41.0,44.0
8156.0,274196.0,256508.0,17688.0,2015-12-9,10.0,4.0,39.0,2015-12-9,10.0,4.0,44.0
